continent,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
North America,1990,,427517678,,54.372,0.128,5984.512,-33.588,-0.56,14.126,0.536,0.22,1957.887,4.621,5891.482,13.906,0.528,2027.833,276634.406,127021.672,1390.868,41330.242,104297.008,566.8,63933.887,,57.801,0.136,1222.807,2.886,16.261,15.595,884.73,2.069,341.91,0.8,2664.334,6.289,0.064,27.311,27332.867,10.89,26.31,22.47,16.71,34.25,29.02,17.02,52.73,38.72,30.64,22.84,31.83,28.9,12.25,6667,6952.02,-93.03,-1.55
North America,1991,,432663819,,52.197,0.122,5932.717,-51.795,-0.87,13.827,0.531,0.218,1948.18,4.541,5827.174,13.581,0.521,2080.03,282567.156,128969.852,1448.441,42578.035,106897.055,593.72,63224.582,,57.573,0.134,1247.793,2.908,15.981,15.323,889.16,2.055,339.2,0.784,2600.055,6.06,0.063,26.92,27354.988,10.18,25.53,22.57,16.44,34.01,28.9,17.16,51.73,38.3,28.75,21.5,31.84,26.83,12.5,6629.54,6914.56,-105.543,-1.78
North America,1992,,438123767,,52.877,0.122,6057.23,124.513,2.1,13.941,0.524,0.219,1973.354,4.542,6039.259,13.9,0.522,2132.907,288624.375,130943.203,1507.14,43868.223,109552.711,620.182,63400.598,,58.698,0.135,1290.184,2.969,16.019,15.368,895.5,2.044,344.19,0.786,2655.655,6.112,0.061,26.462,27777.309,9.9,26.84,23.4,16.18,33.82,28.8,17.37,50.85,38,27.19,24.74,32.56,28.91,12.27,6733.25,7018.28,-17.972,-0.3
North America,1993,,443652232,,55.585,0.126,6163.882,106.652,1.76,14.009,0.519,0.219,2026.203,4.605,6092.632,13.847,0.513,2188.493,294788.25,132969.406,1566.147,45190.762,112227.398,646.033,63895.164,,59.008,0.134,1322.542,3.006,16.087,15.445,896.07,2.02,346.93,0.782,2674.693,6.079,0.059,25.852,28347.232,10,27.03,23.75,15.93,33.64,28.7,17.57,50.02,37.73,25.88,25.27,32.49,29.08,12.02,6852.09,7137.06,-71.251,-1.16
North America,1994,,449318557,,59.479,0.133,6288.26,124.377,2.02,14.111,0.508,0.218,2044.334,4.588,6214.441,13.946,0.503,2247.972,301076.5,135013.75,1625.951,46545.707,114969.617,673.518,64532.77,,59.804,0.134,1354.945,3.041,16.198,15.564,910.47,2.026,355.72,0.792,2742.213,6.154,0.062,27.485,28995.771,10.04,27.38,23.83,15.69,33.48,28.61,17.77,49.28,37.49,24.84,25.23,32.99,29.69,12.77,6993.08,7278.22,-73.819,-1.17
North America,1995,,455163077,,58.47,0.13,6350.638,62.379,0.99,14.068,0.503,0.215,2069.683,4.585,6246.671,13.838,0.495,2306.442,307427.156,137083.422,1685.898,47956.309,117691.039,704.034,64996.105,,59.948,0.133,1410.599,3.125,16.134,15.508,908.15,1.995,358.51,0.788,2721.424,6.029,0.068,30.515,29583.828,9.33,27.08,23.46,15.42,33.32,28.52,17.97,48.61,37.24,24,25.5,33.47,29.16,13.72,7058.73,7343.52,-103.968,-1.64
North America,1996,,461221140,,59.821,0.131,6576.288,225.65,3.55,14.376,0.502,0.216,2156.417,4.714,6448.319,14.096,0.492,2366.263,314003.438,139239.828,1750.995,49401.609,120509.016,735.711,66273.391,,65.097,0.142,1445.302,3.159,16.378,15.772,912.05,1.977,370.26,0.803,2817.974,6.16,0.069,31.677,30566.689,9.36,27.23,23.83,15.17,33.17,28.43,18.2,47.93,37.01,23.32,27.44,32.83,29.33,14.35,7274.48,7553.94,-127.969,-1.95
North America,1997,,467453759,,62.717,0.135,6695.065,118.777,1.81,14.44,0.487,0.218,2206.76,4.759,6631.166,14.302,0.483,2428.98,320698.5,141446.594,1819.034,50857.426,123379.141,767.319,65928.758,,68.039,0.147,1455.815,3.14,16.812,16.205,903.11,1.932,360.79,0.772,2870.126,6.19,0.068,31.608,30818.646,9.52,27.55,24.52,14.94,33.02,28.36,18.44,47.32,36.79,22.72,28.02,32.96,29.41,14.22,7575.23,7858.72,-63.899,-0.95
North America,1998,,473738739,,64.444,0.137,6765.938,70.872,1.06,14.398,0.471,0.219,2242.057,4.771,6832.883,14.54,0.476,2493.425,327464.438,143688.656,1885.541,52295.246,126301.758,799.815,65462.562,,66.507,0.141,1437.822,3.06,16.77,16.216,906.27,1.913,362.04,0.764,2922.612,6.219,0.069,32.496,31012.152,9.85,27.95,25.59,14.75,32.9,28.31,18.68,46.71,36.58,22.24,28.73,32.03,29.67,14.83,7682.24,7944.77,66.945,0.99
North America,1999,,479907403,,66.236,0.139,6861.782,95.844,1.42,14.413,0.456,0.218,2247.663,4.721,7007.722,14.72,0.466,2559.661,334326.219,145936.312,1946.557,53751.34,129300.141,832.199,65837.312,,61.016,0.128,1456.092,3.059,16.547,15.971,881.91,1.838,351.86,0.733,2998.391,6.298,0.068,32.384,31595.814,9.67,27.99,25.85,14.55,32.78,28.27,18.86,46.1,36.39,21.82,27.25,31.5,29.76,14.89,7664.82,7940.82,145.94,2.13
North America,2000,,486124191,,68.712,0.143,7107.692,245.91,3.58,14.746,0.452,0.22,2337.879,4.85,7348.113,15.245,0.468,2628.373,341433.906,148274.203,2008.223,55284.07,132377.188,861.86,66661.477,,61.666,0.128,1532.731,3.18,16.771,16.202,879.74,1.81,348.82,0.718,3077.043,6.384,0.062,29.661,32405.756,9.57,28.17,25.94,14.35,32.67,28.23,18.97,45.57,36.21,21.4,22.87,32.37,29.92,13.8,7876.23,8152.79,240.421,3.38
North America,2001,,491771516,,68.311,0.14,7014.631,-93.06,-1.31,14.385,0.442,0.222,2274.851,4.665,7254.297,14.877,0.457,2696.684,348448.562,150549.047,2066.918,56761,135484.641,890.255,64451.191,,58.695,0.12,1476.931,3.029,16.471,16.21,868.29,1.766,340.15,0.692,3107.449,6.372,0.058,28.394,31695.26,9.13,27.56,25.1,14.15,32.55,28.18,19.03,45.01,36.03,21,21.59,30.88,29.95,13.43,7971.38,8100.21,239.666,3.42
North America,2002,,497173054,,70.894,0.144,7068.126,53.495,0.76,14.336,0.436,0.22,2281.241,4.627,7410.916,15.031,0.458,2767.577,355516.688,152830.297,2124.434,58295.914,138578.906,919.553,64913.57,,57.516,0.117,1534.912,3.113,16.054,15.798,869.1,1.748,340.82,0.686,3094.265,6.276,0.059,29.298,32273.277,8.99,27.14,24.13,13.94,32.42,28.11,19.06,44.49,35.87,20.64,20.05,31.18,29.84,13.64,7854.53,7981.45,342.789,4.85
North America,2003,,502448457,,71.395,0.143,7183.859,115.733,1.64,14.416,0.432,0.223,2329.536,4.675,7499.542,15.05,0.451,2838.972,362700.531,155159.828,2181.719,59813.43,141758.938,947.635,64500.477,,57.285,0.115,1517.517,3.045,16.111,15.868,878.67,1.749,352.53,0.702,3180.046,6.382,0.056,28.082,32408.164,8.42,26.25,22.73,13.72,32.27,28.01,19.08,43.94,35.71,20.28,19.87,29.78,29.82,12.8,7973.02,8095.1,315.683,4.39
North America,2004,,507773683,,74.921,0.149,7282.769,98.91,1.38,14.46,0.421,0.221,2348.431,4.663,7686.736,15.262,0.445,2913.893,369983.281,157508.25,2237.604,61339.324,145006.453,977.764,65170.941,,55.885,0.111,1525.893,3.03,16.131,15.879,879.16,1.731,352.68,0.695,3247.51,6.448,0.06,30.13,33092.09,8.26,25.44,21.55,13.49,32.1,27.89,19.05,43.38,35.54,19.94,17.96,28.97,29.48,13.1,8062.77,8190.84,403.967,5.55
North America,2005,,513270888,,76.963,0.151,7330.253,47.484,0.65,14.397,0.41,0.221,2381.962,4.678,7784.35,15.289,0.435,2990.856,377313.562,159890.234,2294.255,62851.547,148277.453,1009.214,64794.254,,56.651,0.111,1512.224,2.97,16.085,15.841,885.76,1.726,360.33,0.702,3271.003,6.424,0.062,31.449,33257.004,8.01,24.76,20.59,13.25,31.92,27.74,18.99,42.82,35.38,19.62,17.06,28.03,29.45,13.05,8130.76,8256.03,454.097,6.19
North America,2006,,518977617,,79.352,0.154,7265.229,-65.024,-0.89,14.111,0.394,0.22,2351.846,4.568,7785.647,15.122,0.422,3070.208,384578.781,162242.062,2353.813,64364.605,151505.859,1042.218,63828.379,,59.558,0.116,1513.061,2.939,15.77,15.525,892.4,1.72,359.95,0.694,3228.408,6.27,0.064,33.005,33125.5,7.58,23.76,19.24,13,31.71,27.56,18.96,42.26,35.21,19.31,17.86,27.41,28.8,13.11,8057.15,8184.42,520.418,7.16
North America,2007,,524838668,,79.642,0.153,7376.088,110.859,1.53,14.165,0.392,0.22,2377.403,4.566,7836.044,15.048,0.416,3149.85,391954.844,164619.469,2419.109,65965.57,154726.484,1074.396,64090.797,,65.296,0.125,1600.959,3.075,15.9,15.658,899.43,1.714,373.04,0.711,3220.611,6.185,0.062,32.178,33637.328,7.09,23.42,18.56,12.73,31.5,27.37,18.96,41.75,35.04,19,18.74,28.06,28.64,12.42,8217.79,8345.09,459.956,6.24
North America,2008,,530772198,,74.67,0.142,7158.262,-217.827,-2.95,13.592,0.38,0.218,2332.083,4.428,7535.746,14.309,0.4,3224.52,399113.125,166951.547,2500.678,67576.82,157754.297,1105.261,62087.43,,81.569,0.155,1611.255,3.059,15.33,15.091,906.98,1.709,357.77,0.674,3027.82,5.749,0.059,30.865,32954.281,6.56,22.32,17.62,12.46,31.27,27.16,19.06,41.23,34.84,18.69,22.51,27.44,27.03,11.91,8010.07,8136.73,377.483,5.27
North America,2009,,536655875,,59.76,0.112,6670.754,-487.508,-6.81,12.526,0.364,0.212,2043.969,3.838,6981.369,13.109,0.381,3284.28,405783.875,168995.516,2575.019,69166.008,160630.75,1132.301,58615.75,,74.341,0.14,1589.19,2.984,14.307,14.07,895.2,1.668,347.44,0.647,2876.454,5.401,0.051,27.04,31456.486,5.11,21.11,15.64,12.14,31.03,26.92,19.09,40.77,34.63,18.39,20.23,27.59,26.15,11.15,7550.94,7678.2,310.615,4.66
North America,2010,,542398360,,61.435,0.114,6875.767,205.013,3.07,12.773,0.364,0.212,2164.487,4.021,7234.711,13.44,0.383,3345.715,412659.656,171160.016,2642.754,70824.68,163521.609,1164.883,59750.098,,67.735,0.126,1658.672,3.081,14.706,14.469,914.83,1.687,355.44,0.655,2890.856,5.37,0.06,32.582,32408.355,4.92,20.62,15.49,11.83,30.77,26.67,19.07,40.27,34.42,18.19,18.45,26.73,25.57,13.29,7848.15,7976.54,358.944,5.22
North America,2011,,547977715,,63.077,0.116,6771.608,-104.159,-1.51,12.45,0.351,0.209,2052.136,3.773,7154.254,13.153,0.371,3408.792,419431.25,173212.141,2710.158,72525.484,166377.797,1196.881,59176.871,,67.404,0.124,1700.8,3.127,14.276,13.821,925.99,1.69,370.94,0.677,2856.194,5.251,0.059,31.997,32427.607,4.7,19.65,13.88,11.5,30.49,26.38,19.07,39.8,34.2,17.93,19.02,26.67,25.19,11.66,7573.35,7823.11,382.646,5.65
North America,2012,,553416143,,67.576,0.123,6580.283,-191.325,-2.83,11.978,0.334,0.207,1820.263,3.313,7008.389,12.757,0.355,3476.368,426011.562,175032.406,2777.338,74293.016,169202.891,1229.52,57396.789,,67.18,0.122,1767.532,3.217,13.767,13.312,936.81,1.693,366.51,0.662,2825.093,5.142,0.059,32.639,31764.311,4.9,18.81,12.18,11.21,30.2,26.07,19.05,39.36,33.98,17.68,18.44,27.16,24.57,11.85,7367.29,7618.92,428.106,6.51
North America,2013,,558712197,,67.187,0.121,6714.923,134.641,2.05,12.106,0.335,0.206,1877.114,3.384,7088.545,12.779,0.353,3543.555,432726.469,176909.516,2851.313,76113.109,172046.234,1262.729,58245.391,,73.976,0.133,1820.091,3.281,13.888,13.441,937.48,1.678,372.66,0.667,2843.346,5.126,0.06,33.209,32542.41,4.67,19.03,12.48,10.92,29.93,25.77,19.08,38.97,33.77,17.43,20,27.78,24.54,11.33,7509.56,7759.42,373.621,5.56
North America,2014,,563874452,,71.263,0.127,6753.943,39.019,0.58,12.063,0.329,0.206,1867.9,3.336,7096.677,12.675,0.345,3614.818,439480.406,178777.422,2933.971,77964.562,174892.312,1297.317,58177.465,,82.657,0.148,1851.455,3.307,13.841,13.394,971.54,1.723,367.76,0.652,2846.079,5.083,0.062,34.588,32804.785,4.77,19.01,12.4,10.65,29.66,25.48,19.14,38.61,33.56,17.18,21.67,27.8,24.47,11.38,7552.36,7804.62,342.734,5.07
North America,2015,,568911278,,73.071,0.129,6612.704,-141.239,-2.09,11.704,0.314,0.203,1635.664,2.895,6939.442,12.282,0.33,3687.889,446093.094,180413.094,3023.497,79864.086,177774.375,1330.171,57273.074,,89.526,0.159,1899.522,3.362,13.558,13.12,981.25,1.725,368.24,0.647,2882.066,5.101,0.058,32.854,32583.297,5.08,18.63,11.11,10.42,29.41,25.19,19.26,38.26,33.35,16.94,24.04,27.99,24.26,10.9,7464,7713.47,326.738,4.94
North America,2016,,573814471,,70.858,0.124,6471.359,-141.345,-2.14,11.353,0.303,0.199,1509.631,2.648,6781.263,11.897,0.317,3758.747,452564.469,181922.703,3104.349,81765.117,180653.172,1360.355,56676.953,,80.851,0.142,1901.034,3.335,13.265,13.004,965.06,1.682,377.82,0.658,2878.801,5.05,0.053,30.184,32522.057,4.79,18.25,10.51,10.2,29.15,24.9,19.3,37.91,33.15,16.69,20.85,27.28,24.07,10.1,7461.92,7611.92,309.904,4.79
North America,2017,,578582939,,72.914,0.127,6412.982,-58.378,-0.9,11.155,0.292,0.196,1467.602,2.553,6747.992,11.738,0.308,3831.661,458977.438,183390.328,3180.148,83639.641,183545.953,1389.724,56543.641,,75.8,0.132,1874.524,3.261,13.077,12.822,984.31,1.701,379.31,0.656,2892.774,5.032,0.051,29.369,32715.186,4.86,17.85,10.15,9.99,28.9,24.61,19.26,37.54,32.94,16.44,17.93,26.34,23.85,9.76,7418.35,7566.23,335.009,5.22
North America,2018,,582921778,,74.787,0.129,6588.63,175.648,2.74,11.366,0.292,0.195,1398.979,2.413,6934.545,11.963,0.307,3906.448,465566.062,184789.297,3266.802,85697.008,186490.531,1415.985,57786.168,,86.653,0.149,2057.367,3.549,13.342,13.09,1031.68,1.77,382.36,0.656,2944.582,5.08,0.045,26.261,33684.816,4.77,17.98,9.51,9.78,28.65,24.32,19.3,37.21,32.76,16.18,21.02,27.59,24.16,8.71,7630.5,7777.59,345.915,5.25
North America,2019,,587512602,,76.925,0.132,6460.726,-127.904,-1.94,11.056,,0.193,1214.329,2.078,6815.079,11.662,,3983.373,472026.812,186003.625,3367.259,87813.18,189418,1441.37,56842.363,,100.457,0.172,2116.172,3.621,13.043,12.792,1068.18,1.818,379.85,0.647,2927.459,5.01,0.043,25.385,33395.605,4.78,17.6,8.33,9.59,28.41,24.02,19.4,36.92,32.57,15.92,23.12,28.02,23.94,8.37,7515.65,7663.03,354.353,5.48
North America,2020,,592062325,,76.87,0.131,5775.159,-685.568,-10.61,9.805,,0.192,965.43,1.639,,,,4060.243,477801.969,186969.062,3467.716,89871.055,191967.141,1466.755,52011.91,,100.457,0.171,2057.877,3.494,,,,,,,2549.14,4.328,0.043,25.385,30794.293,4.73,16.59,6.91,9.41,28.16,23.72,19.49,36.65,32.39,15.68,23.09,27.81,23.02,8.53,,,,
South America,1884,,30121017,,,,0.004,,,0.001,,,,,,,,,0.004,,,,0.004,,,,,,,,,,,,,,0.004,0.001,,,,,0,,,0,,,,0,,,,0.02,,,,,
South America,1885,,30717090,,,,0.004,0,0,0.001,,,,,,,,,0.007,,,,0.007,,,,,,,,,,,,,,0.004,0.001,,,,,0,,,0,,,,0,,,,0.02,,,,,
South America,1886,,31328092,,,,0.007,0.004,100,0.002,,,,,,,,,0.015,,,,0.015,,,,,,,,,,,,,,0.007,0.002,,,,,0,,,0,,,,0.01,,,,0.03,,,,,
South America,1887,,31954600,,,,1.092,1.085,14800,0.173,,,1.085,0.172,,,,,1.107,1.085,,,0.022,,,,,,,,,,,,,,0.007,0.001,,,,,0.1,0.1,,0,0,,,0.01,,,,0.03,,,,,
South America,1888,,32597223,,,,0.898,-0.194,-17.79,0.139,,,0.89,0.138,,,,,2.004,1.975,,,0.029,,,,,,,,,,,,,,0.007,0.001,,,,,0.08,0.08,,0.01,0.01,,,0.01,,,,0.03,,,,,
South America,1889,,33250732,,,,1.762,0.865,96.33,0.267,,,1.755,0.266,,,,,3.767,3.73,,,0.037,,,,,,,,,,,,,,0.007,0.001,,,,,0.15,0.15,,0.01,0.01,,,0.01,,,,0.03,,,,,
South America,1890,,33931029,,,,1.381,-0.381,-21.62,0.205,0.087,,1.37,0.204,,,,,5.148,5.1,,,0.048,,,,,,,,,,,,,,0.011,0.002,,,,,0.11,0.11,,0.02,0.02,,,0.01,,,,0.03,,,,,
South America,1891,,34591430,,,,0.986,-0.396,-28.65,0.143,,,0.938,0.136,,,,,6.134,6.038,,,0.095,,,,,,,,,,,,,,0.048,0.007,,,,,0.07,0.07,,0.02,0.02,,,0.03,,,,0.12,,,,,
South America,1892,,35279004,,,,1.451,0.465,47.21,0.206,,,1.385,0.197,,,,,7.584,7.423,,,0.161,,,,,,,,,,,,,,0.066,0.009,,,,,0.11,0.1,,0.02,0.02,,,0.04,,,,0.16,,,,,
South America,1893,,35978219,,,,1.601,0.15,10.35,0.223,,,1.554,0.216,,,,,9.186,8.977,,,0.209,,,,,,,,,,,,,,0.048,0.007,,,,,0.12,0.12,,0.03,0.03,,,0.05,,,,0.11,,,,,
South America,1894,,36695001,,,,2.034,0.432,27,0.277,,,1.993,0.272,,,,,11.219,10.97,,,0.249,,,,,,,,,,,,,,0.04,0.005,,,,,0.15,0.15,,0.03,0.03,,,0.05,,,,0.1,,,,,
South America,1895,,37429731,,,,2.829,0.795,39.1,0.271,0.308,,2.788,0.268,,,,,14.048,13.758,,,0.289,,,,,,,,,,,,,,0.04,0.004,,,,,0.19,0.2,,0.04,0.04,,,0.05,,,,0.08,,,,,
South America,1896,,38182813,,,,2.88,0.051,1.81,0.271,0.227,,2.84,0.267,,,,,16.928,16.598,,,0.33,,,,,,,,,,,,,,0.04,0.004,,,,,0.19,0.19,,0.04,0.04,,,0.06,,,,0.08,,,,,
South America,1897,,38954656,,,,2.759,-0.121,-4.2,0.255,0.219,,2.719,0.251,,,,,19.687,19.317,,,0.37,,,,,,,,,,,,,,0.04,0.004,,,,,0.17,0.18,,0.05,0.05,,,0.06,,,,0.07,,,,,
South America,1898,,39745685,,,,3.177,0.418,15.14,0.287,0.225,,3.114,0.282,,,,,22.863,22.431,,,0.432,,,,,,,,,,,,,,0.062,0.006,,,,,0.19,0.19,,0.06,0.06,,,0.06,,,,0.11,,,,,
South America,1899,,40552775,,,,3.715,0.539,16.96,0.329,0.265,,3.631,0.322,,,,,26.579,26.062,,,0.517,,,,,,,,,,,,,,0.084,0.007,,,,,0.2,0.2,,0.06,0.06,,,0.07,,,,0.14,,,,,
South America,1900,,41393246,,,,3.166,-0.55,-14.79,0.275,0.089,,3.048,0.265,,,,,29.744,29.11,,,0.634,,,,,,,,,,,,,,0.117,0.01,,,,,0.16,0.16,,0.07,0.07,,,0.08,,,,0.17,,,,,
South America,1901,,42215587,,,,6.401,3.235,102.2,0.212,0.118,,6.282,0.208,,,,,36.145,35.392,,,0.753,,,,,,,,,,,,,,0.119,0.004,,,,,0.32,0.33,,0.08,0.08,,,0.08,,,,0.16,,,,,
South America,1902,,43071576,,,,7.379,0.978,15.28,0.239,0.135,,7.28,0.235,,,,,43.525,42.673,,,0.852,,,,,,,,,,,,,,0.099,0.003,,,,,0.36,0.37,,0.09,0.09,,,0.09,,,,0.12,,,,,
South America,1903,,43944165,,,,7.676,0.297,4.02,0.243,0.133,,7.562,0.239,,,,,51.201,50.235,,,0.965,,,,,,,,,,,,,,0.114,0.004,,,,,0.34,0.35,,0.1,0.1,,,0.09,,,,0.13,,,,,
South America,1904,,44837141,,,,8.665,0.989,12.89,0.247,0.13,,8.544,0.243,,,,,59.866,58.78,,,1.086,,,,,,,,,,,,,,0.121,0.003,,,,,0.38,0.39,,0.11,0.11,,,0.09,,,,0.13,,,,,
South America,1905,,45751052,,,,9.211,0.546,6.3,0.279,0.139,,9.057,0.274,,,,,69.077,67.837,,,1.24,,,,,,,,,,,,,,0.154,0.005,,,,,0.38,0.39,,0.12,0.12,,,0.1,,,,0.16,,,,,
South America,1906,,46686450,,,,12.329,3.118,33.85,0.365,0.175,,12.113,0.359,,,,,81.407,79.95,,,1.456,,,,,,,,,,,,,,0.216,0.006,,,,,0.48,0.5,,0.14,0.14,,,0.11,,,,0.22,,,,,
South America,1907,,47643912,,,,12.685,0.355,2.88,0.367,0.175,,12.378,0.359,,,,,94.092,92.329,,,1.763,,,,,,,,,,,,,,0.306,0.009,,,,,0.44,0.45,,0.15,0.16,,,0.12,,,,0.26,,,,,
South America,1908,,48624026,,,,14.887,2.202,17.36,0.389,0.184,,14.494,0.379,,,,,108.978,106.822,,,2.156,,,,,,,,,,,,,,0.393,0.01,,,,,0.54,0.55,,0.17,0.17,,,0.13,,,,0.31,,,,,
South America,1909,,49616018,,,,13.407,-1.48,-9.94,0.371,0.167,,12.82,0.355,,,,,122.385,119.643,,,2.742,,,,,,,,,,,,,,0.586,0.016,,,,,0.46,0.47,,0.18,0.18,,,0.16,,,,0.44,,,,,
South America,1910,,50638665,,,,17.246,3.84,28.64,0.468,0.203,,16.719,0.454,,,,,139.631,136.362,,,3.27,,,,,,,,,,,,,,0.528,0.014,,,,,0.57,0.59,,0.2,0.2,,,0.17,,,,0.37,,,,,
South America,1911,,51634886,,,,19.163,1.916,11.11,0.509,0.217,,18.558,0.493,,,,,158.794,154.92,,,3.874,,,,,,,,,,,,,,0.605,0.016,,,,,0.62,0.64,,0.22,0.22,,,0.19,,,,0.4,,,,,
South America,1912,,52661325,,,,19.991,0.828,4.32,0.52,0.215,,19.251,0.501,,,,,178.785,174.17,,,4.615,,,,,,,,,,,,,,0.74,0.019,,,,,0.62,0.63,,0.23,0.24,,,0.21,,,,0.47,,,,,
South America,1913,,53698772,,,,21.123,1.132,5.66,0.499,0.212,,20.218,0.478,,,,,199.908,194.388,,,5.52,,,,,,,,,,,,,,0.905,0.021,,,,,0.6,0.62,,0.25,0.25,,,0.23,,,,0.5,,,,,
South America,1914,,54758303,,,,17.195,-3.928,-18.59,0.399,0.185,,16.276,0.377,,,,,217.103,210.664,,0.004,6.435,,,,,,0.004,0,,,,,,,0.915,0.021,,,,,0.54,0.55,,0.26,0.26,,0,0.25,,,0.01,0.49,,,,,
South America,1915,,55840407,,,,15.088,-2.107,-12.25,0.343,0.161,,13.722,0.312,,,,,232.191,224.386,,0.015,7.791,,,,,,0.011,0,,,,,,,1.356,0.031,,,,,0.48,0.47,,0.27,0.27,,0,0.28,,,0.03,0.69,,,,,
South America,1916,,56945588,,,,13.619,-1.469,-9.74,0.304,0.14,,12.073,0.269,,,,,245.81,236.459,,0.029,9.322,,,,,,0.015,0,,,,,,,1.532,0.034,,,,,0.4,0.39,,0.27,0.28,,0.01,0.31,,,0.04,0.71,,,,,
South America,1917,,58074364,,,,10.867,-2.752,-20.2,0.229,0.11,,9.178,0.193,,,,,256.678,245.637,,0.055,10.986,,,,,,0.026,0.001,,,,,,,1.663,0.035,,,,,0.31,0.28,,0.28,0.28,,0.01,0.34,,,0.06,0.7,,,,,
South America,1918,,59209705,,,,10.999,0.132,1.21,0.227,0.104,,9.237,0.191,,,,,267.677,254.874,,0.084,12.719,,,,,,0.029,0.001,,,,,,,1.733,0.036,,,,,0.32,0.29,,0.28,0.28,,0.01,0.37,,,0.08,0.71,,,,,
South America,1919,,60375328,,,,12.901,1.902,17.29,0.261,0.119,,11.047,0.224,,,,,280.578,265.921,,0.114,14.544,,,,,,0.029,0.001,,,,,,,1.825,0.037,,,,,0.43,0.41,,0.28,0.28,,0.02,0.39,,,0.08,0.67,,,,,
South America,1920,,61592847,,,,14.641,1.74,13.49,0.291,0.125,,12.617,0.251,,,,,295.219,278.538,,0.15,16.532,,,,,,0.037,0.001,,,,,,,1.988,0.04,,,,,0.42,0.41,,0.29,0.28,,0.02,0.41,,,0.09,0.57,,,,,
South America,1921,,62800623,,,,14.429,-0.213,-1.45,0.249,0.112,,11.798,0.204,,,,,309.648,290.336,,0.198,19.115,,,,,,0.048,0.001,,,,,,,2.583,0.045,,,,,0.47,0.44,,0.29,0.29,,0.03,0.43,,,0.14,0.67,,,,,
South America,1922,,64061956,,,,17.162,2.733,18.94,0.291,0.125,,13.283,0.225,,,,,326.81,303.618,,0.26,22.932,,,,,,0.062,0.001,,,,,,,3.817,0.065,,,,,0.53,0.48,,0.3,0.29,,0.03,0.47,,,0.16,0.9,,,,,
South America,1923,,65356890,,,,19.76,2.598,15.14,0.328,0.131,,15.343,0.255,,,,,346.57,318.961,,0.337,27.272,,,,,,0.077,0.001,,,,,,,4.34,0.072,,,,,0.54,0.49,,0.31,0.3,,0.04,0.51,,,0.15,0.92,,,,,
South America,1924,,66680196,,,,24.333,4.573,23.14,0.396,0.153,,18.43,0.3,,,,,370.903,337.391,,0.465,33.047,,,,,,0.128,0.002,,,,,,,5.775,0.094,,,,,0.66,0.59,,0.32,0.31,,0.05,0.57,,,0.21,1.23,,,,,
South America,1925,,68032532,,,,26.384,2.052,8.43,0.42,0.164,,17.966,0.286,,,,,397.288,355.356,,1.403,40.528,,,,,,0.938,0.015,,,,,,,7.481,0.119,,,,,0.71,0.57,,0.33,0.31,,0.15,0.64,,,1.47,1.52,,,,,
South America,1926,,69414575,,,,27.381,0.997,3.78,0.428,0.164,,17.388,0.271,,,,,424.669,372.744,,1.697,50.228,,,,,,0.293,0.005,,,,,,,9.7,0.151,,,,,0.75,0.57,,0.34,0.32,,0.17,0.74,,,0.42,1.98,,,,,
South America,1927,,70827015,,,,30.081,2.7,9.86,0.46,0.17,,19.686,0.301,,,,,454.75,392.43,,1.957,60.363,,,,,,0.26,0.004,,,,,,,10.135,0.155,,,,,0.76,0.59,,0.36,0.33,,0.18,0.82,,,0.34,1.88,,,,,
South America,1928,,72270559,,0.24,0.004,31.428,1.346,4.48,0.453,0.157,,18.554,0.268,,,,0.24,486.178,410.984,,2.254,72.7,,,,,,0.297,0.004,,,,,,,12.337,0.178,,,,0.68,0.79,0.56,0.29,0.37,0.33,,0.2,0.92,,,0.36,2.24,,,,,
South America,1929,,73711976,,0.32,0.004,34.424,2.997,9.53,0.487,0.166,,19.463,0.275,,,,0.56,520.602,430.447,,3.733,85.862,,,,,,1.48,0.021,,,,,,,13.162,0.186,,,,0.87,0.81,0.55,0.47,0.38,0.34,,0.3,1.01,,,1.44,2.18,,,,,
